date,vix_daily_log_chg,sp500_daily_log_ret,hy_spread_daily_chg,ig_spread_daily_chg,usdt_mcap_daily_log_chg,usdc_mcap_daily_log_chg,dai_mcap_daily_log_chg,tusd_mcap_daily_log_chg,stablecoin_supply_daily_log_chg,stablecoin_exchange_netflow_scaled,btc_eth_open_interest_daily_log_chg,btc_eth_funding_rate_avg,stablecoin_exchange_reserve_daily_log_chg,tradingVol_btc+eth_daily_log_chg,term_spread_daily_chg,usd_strength_daily_log_chg,nfci_weekly_fill
2020-01-25,,,,,0.0023729326252149023,0.0009655134490128384,0.005695054621689551,0.004516085649382529,-0.00015418286999600107,-0.0013303190452329575,-0.032677799164077106,0.0099888958333333,-0.004974785581516054,0.04965304133726992,,,-0.609271820483426
2020-01-26,,,,,-0.001423522122404065,-0.00027446221622078585,0.003666105132830537,-0.00012756786488799746,-0.0004398785330941633,-0.0037417770308130855,0.07189064764471159,0.0140969633333333,-0.01412045675929367,-0.16870953126093494,,,-0.609271820483426
2020-01-27,0.22479054592203176,-0.015855725118383686,0.3500000000000001,0.030000000000000027,0.00048552038800893024,-0.0007516384738111121,0.009632160796252577,-0.002805135634071282,-0.000981495844931919,-0.0018162113266801355,0.05971700110223911,0.01996241916666665,-0.006919624045353207,0.14506646160557618,-0.03999999999999998,0.0021162199498527983,-0.609271820483426
2020-01-28,-0.11313122811617742,0.010003350352589398,-0.17000000000000037,0.0,-0.0019393657901268053,-0.0070641636918989895,0.009330469259320762,0.01039600862523364,0.0014874168920499752,-0.00524904579946604,0.003458266472936763,0.031358225833333295,-0.02030238458084762,0.24540465410537965,0.03,-0.0006608377849236349,-0.609271820483426
2020-01-29,0.0067340321813441194,-0.0008672232910484065,-0.029999999999999805,0.0,0.0041374902061614045,0.0020259712659125087,0.02249999464323547,0.0052979023256004626,0.0006993538758359712,-0.0011891674299416466,0.022901358018894268,0.044808469166666656,-0.004660592443592131,0.2075441556517579,-0.020000000000000018,-0.00020395447046426618,-0.622765609661561
2020-01-30,-0.05647673832696107,0.0031294538629889324,0.1200000000000001,0.020000000000000018,-0.004303599215994514,0.0021653693089126323,-0.0014206744020647602,-0.007649969465121664,-0.0004819548790599567,-0.0016189631916490256,0.02707780527539051,0.0374033933333333,-0.006377085560050857,-0.02007993189602133,-0.01999999999999999,0.0009278297743902559,-0.622765609661561
2020-01-31,0.1957876147194397,-0.01786447639264373,0.08000000000000007,0.030000000000000027,0.00027712979509662226,-0.012094259557390402,0.014599991695800287,-0.03585374860832962,-0.00033729618592491213,0.0011322175819196373,-0.018528757108772772,0.042326915,0.004462567370896916,0.09655538302307952,0.01999999999999999,-0.0006322821709274292,-0.622765609661561
2020-02-01,,,,,-0.00014525824795561077,-0.003767882448451361,-0.0018892944675480805,0.0037661299005744557,-0.00011082113638930378,-0.0037102011332388013,0.0038107175094710412,0.02780003916666665,-0.014696807457556069,-0.008691969232818742,,,-0.622765609661561
2020-02-02,,,,,0.0004720310020162478,-0.005104348540275702,0.0030041333209952204,0.008123034292561199,-0.0008365265662093501,-0.0040799102789266205,0.0497753569483153,0.03201883,-0.01640078601576128,-0.017911620299272908,,,-0.622765609661561
2020-02-03,-0.04727856835274938,0.007228455862910543,-0.06000000000000005,-0.010000000000000009,0.0014790292447848965,-0.0005202707923118823,-0.006532015771043479,-0.005225170551819422,-0.0004262068683550084,0.001368069526490103,-0.00358123150110748,0.026429253333333298,0.005527167302487397,0.12766326722470456,0.0,0.0033012511667034243,-0.622765609661561
2020-02-04,-0.1129948512194427,0.014869265218066252,-0.1200000000000001,-0.020000000000000018,0.0014037316506099748,-0.001765932057234377,0.008885283786017268,0.018589823890180126,-0.001296870606756475,-0.0037963744033145974,0.00037408713959079243,0.02243016916666665,-0.01539355679002679,0.0481286462645314,0.020000000000000018,-0.0016212285324082231,-0.622765609661561
2020-02-05,-0.05770831762064673,0.011187822882933645,-0.10000000000000009,-0.010000000000000009,-0.002791610477378513,-0.0039558580127171,0.025689367990727678,-0.009326461869323878,-0.0272894145576113,-0.027350799132372077,0.07502154235607847,0.035705680833333295,-0.11513199591375135,-0.041052200944789126,0.01999999999999999,0.0006889769568744985,-0.620795182248066
2020-02-06,-0.012620559409046939,0.0033201287296620923,-0.04999999999999982,-0.020000000000000018,0.00037352195284972304,-0.02114997720848591,0.008428985024012065,0.008768113153216829,0.0009463028860701343,0.004359722304257055,-0.024487871857861436,0.0580595983333333,0.019281578235335686,0.19146009983913204,-0.010000000000000009,0.0012301819946246868,-0.620795182248066
2020-02-07,0.033522692038643644,-0.005415470514539197,0.04999999999999982,0.010000000000000009,-0.00026203967101299434,-8.733600318355241e-05,0.008523691819715143,0.00256753437951154,-0.004216028320197086,-0.004529672759240359,0.02084720346388674,0.039182493333333304,-0.01995563132437814,0.08699467049018413,-0.03,0.003067133725469511,-0.620795182248066
2020-02-08,,,,,0.0007634927535123121,-0.006517276074125829,0.012252566672780107,0.000656375622216476,0.0012786755785335867,0.00023028298727163513,-0.002616920599149352,0.03965946666666665,0.001025495204996762,0.016521243763615533,,,-0.620795182248066
2020-02-09,,,,,2.622989560316164e-06,-0.005747192990041065,0.0009820650406295699,0.0018148787230227465,0.001056265355790111,-0.0019159472355001692,0.03859514148835766,0.045827499166666646,-0.008573373499117503,0.036450331775801224,,,-0.620795182248066
2020-02-10,-0.028189346063281114,0.0072996521623710205,0.0,0.0,0.004844504290001776,0.011827524124432148,0.015157636346567376,0.006119375776597964,0.003950899558648167,-0.0003468120369283661,-0.023637235696153867,0.05749894666666665,-0.0015659620397539817,0.06978010918291976,0.010000000000000009,0.0005362972536688997,-0.620795182248066
2020-02-11,0.009265453445790191,0.0016870749056512096,-0.10000000000000009,0.0,-0.002393339651361811,-0.010229020001226531,0.0016183589271797038,-0.010786833323446267,0.0014092522249394565,0.009152086845699835,0.032940370619039205,0.0535510483333333,0.040580516781328,0.05416527754803466,-0.010000000000000009,-0.0018254447613041196,-0.620795182248066
2020-02-12,-0.0996674851732806,0.0064418675537450355,-0.06000000000000005,-0.020000000000000018,-0.0012918031651317939,-0.004071066427981516,0.008022491397599777,0.013370566653970023,0.000767428294174042,0.0006415013112927075,0.01359253516136414,0.0761824525,0.00278574316758545,-0.7718802511162067,0.0,-0.0006800267974241284,-0.59528278322632
2020-02-13,0.0294033372950434,-0.0016317734419649113,-0.020000000000000018,0.0,-0.0026693065137882452,0.02382312317001501,0.012977102674343731,-0.005512142938947156,0.00038379944563847587,-0.0023603342744757537,0.03233078924165106,0.0665461808333333,-0.010292288934791794,0.22743214100153872,-0.009999999999999981,0.0010357604717970727,-0.59528278322632
2020-02-14,-0.03377971189484227,0.0018418447338326407,-0.009999999999999787,0.0,0.0005304751948786368,-0.0031612198093700183,0.030109094881995237,0.028464406192708628,-0.0011084734982963892,0.00036265682567739233,0.019756637401846862,0.0732829358333333,0.0015865187680854304,0.1989805108471978,0.0,0.0001924215136624933,-0.59528278322632
2020-02-15,,,,,0.001006843044023883,0.0007735165982069229,0.011473473203821659,-0.014026493165627705,0.00487559121577867,0.004024468788188371,-0.03740430061342409,0.0457138408333333,0.01752347249114895,-0.04002786259279543,,,-0.59528278322632
2020-02-16,,,,,-0.00033527740674303615,-0.0006335768979022472,0.008945497759764538,0.0009454454706459722,6.111928946134354e-06,0.0011316956722508542,-0.015327980131085066,0.0362653675,0.0048728802386465535,-0.002565489845707164,,,-0.59528278322632
2020-02-17,,,0.0,0.0,0.0011827931700058925,0.0036833906742098684,0.017109086629117736,0.007949753707816226,7.108221372865354e-05,0.009440640036958237,0.024691768391777478,0.050190043333333295,0.03975299372800935,-0.1832291509275717,,,-0.59528278322632
2020-02-18,0.08071724395543628,,0.04999999999999982,0.0,0.0021805331143223998,-0.001237148589092673,-0.005625812616460494,-0.001209582923489341,0.00162553735712559,-0.0014555943964336036,0.009162946530945036,0.0384661708333333,-0.006037002288825324,0.11626949994241627,,,-0.59528278322632
2020-02-19,-0.03081380385694006,0.004694788714441035,-0.040000000000000036,0.0,-0.002616431080455709,0.005381782635750653,-0.03396013928227432,-0.006819501638105117,0.015688000590836672,6.853567413390272e-05,-0.10259307385349896,0.0483389583333333,0.00028957399830992843,0.12815373258509893,0.0,0.0015339345249882068,-0.535714937420535
2020-02-20,0.07886516645734483,-0.003822840477830947,0.050000000000000266,0.020000000000000018,-0.0005717816688317052,0.004097258241555365,-0.018746541170434693,0.0017335104329181195,-0.002164017413954816,0.0771583311526435,-0.008913677569145186,0.01535610416666665,0.2816043391037801,-0.15445685244209997,-0.010000000000000009,0.0039525185809860764,-0.535714937420535
2020-02-21,0.09320466961017813,-0.010573815022893411,0.040000000000000036,0.010000000000000009,0.0011162043676577324,-0.02148984951788052,0.0054453587388783265,-0.030568514762735834,0.0020449665808675637,0.005653883592816273,0.0038941351783826784,0.0128553283333333,0.01786042665582703,0.15728802388116822,-0.010000000000000009,-0.0016910475418816788,-0.535714937420535
2020-02-22,,,,,-0.0003428856471140044,-0.00182114291365622,0.005607029698373916,0.022981074938831617,0.00489347221664043,-0.008075593840320193,0.008168532693840814,0.0191206275,-0.02573645266904133,-0.44500194723644815,,,-0.535714937420535
2020-02-23,,,,,-0.00024714997442177217,0.003592363197023651,-0.005565043200406275,-0.001634213476101433,-2.518292801581245e-05,-0.008154920593404485,0.029703014317787362,0.03184797499999995,-0.026678654359061804,-0.17264784181092258,,,-0.535714937420535
2020-02-24,0.3821669170832592,-0.034088046120521465,0.3700000000000001,0.050000000000000044,0.002173862667144603,-0.003318821078109572,0.010492995752883642,0.004022394284174289,0.010282365561723034,-0.005524538933335875,0.02365032305777745,0.02770714499999995,-0.01867934863391813,0.13884355040747018,0.0,0.0030241128685596927,-0.535714937420535
2020-02-25,0.1067578609296101,-0.030747925188099268,0.14999999999999947,0.029999999999999805,-0.001218097534936353,0.0061477363971615415,0.007854081182628344,-0.003111864512832544,-0.00013876167186737217,-0.003509409224554049,-0.006409479583956787,0.0260974908333333,-0.012048014696256224,0.14452669843543592,0.010000000000000009,-0.0013578000784510923,-0.535714937420535
2020-02-26,-0.010467520227835274,-0.003785675340731014,0.08999999999999986,0.020000000000000018,-0.0011572127193083374,0.002364152217193693,0.017130235343425268,0.009244640927594656,0.0005312603364481144,-0.004358369015361062,-0.054000528240846515,0.048550509166666644,-0.015175611210383006,-0.1412223971801049,0.04000000000000001,0.0013850565292882243,-0.435621355033939
2020-02-27,0.35129037151685183,-0.04516817410065283,0.35000000000000053,0.06000000000000005,-0.0011466444427012089,0.004958018538036006,-0.012274366458642154,-0.0043877227278897165,0.007332146255849444,0.0022445203935388593,-0.07068805312227483,0.01335276916666665,0.007901556287752206,0.1826401529620803,0.01999999999999999,-0.0003169021310077486,-0.435621355033939
2020-02-28,0.023969862119651842,-0.00827244991427585,0.41999999999999993,0.10000000000000009,0.002600657061079927,0.028417446228710487,-0.0004410152815067203,-0.0006155867642090558,-0.00019744153925718775,0.0035587301867029577,-0.007073729396085061,0.0203856583333333,0.012399053200537094,0.02155291822054143,0.08000000000000002,0.0024593182642320835,-0.435621355033939
2020-02-29,,,0.019999999999999574,-0.010000000000000009,-0.0013802666901933233,0.004629616768266069,-0.01977275421703174,0.003781091148912132,-0.00033420912102976355,-0.004770692195866148,-0.027182727550869885,0.0267382808333333,-0.016651404226798186,-0.09419898735189529,,,-0.435621355033939
2020-03-01,,,,,-0.0006714336058039112,-0.0004461103134959088,-0.006251777305792136,0.0028797586145941937,-0.0003232351800946621,-0.00897022681190712,0.015331608370622142,0.0191738108333333,-0.03206997576244057,-0.2554438440312725,,,-0.435621355033939
2020-03-02,-0.18247115661471383,0.04501086517277787,-0.08999999999999986,0.030000000000000027,0.0013719639867236764,0.002535894160804023,-0.005960482637788455,-0.0003221819532983529,0.0005819558403217433,0.014018830264729162,-0.005276899512763928,0.0170511983333333,0.0497054639307842,0.07358943371869034,-0.010000000000000009,-0.007185561592076276,-0.435621355033939
2020-03-03,0.09688665263768408,-0.0285105302619053,-0.1299999999999999,-0.010000000000000009,6.208745870374855e-06,0.025645481702560004,-0.010990589674966954,-0.007764675665930649,0.0017889911177467017,0.0028465509356348545,-0.01165048220498356,0.0113359225,0.009815364728757298,0.42846807076757076,0.04999999999999999,-0.002731129612320958,-0.435621355033939
2020-03-04,-0.14061782184350524,0.04133635094064169,-0.08999999999999986,0.0,0.0007544985866991735,0.02531630698754964,0.003939127121007756,-0.001262034116068601,-0.0011038733778319836,0.003953557876175066,0.0006440099769765594,0.00924438666666665,0.013459858429151553,0.11358881822286593,0.03999999999999998,0.0024383146222110453,-0.29647279188997
2020-03-05,0.2139106873089782,-0.034510725624696516,0.2999999999999998,0.030000000000000027,0.0007709189367539176,-8.752426975694672e-05,0.00024193830725869326,-0.03992484696208953,0.05931791640726509,0.04132121856098037,0.052275096978447635,0.01637304166666665,0.1382606764518062,-0.4883088251351459,-0.019999999999999962,8.47710518498466e-05,-0.29647279188997
2020-03-06,0.05690598420336896,-0.01720100245462004,0.5899999999999999,0.1399999999999999,-0.0024961472019425224,-0.01364620723582962,-0.001145230061107581,0.011668503499957216,0.0015982413093936644,0.005381393444142323,0.01749218029403345,0.01490593666666665,0.016703412155268625,0.00931432601317294,-0.08000000000000002,-0.0006809401691033428,-0.29647279188997
2020-03-07,,,,,0.0020390545446191655,0.00030714600474537147,0.030285100096338564,-0.004919026422204669,-7.131637682528244e-05,-0.0011173231067083595,0.002656401711657922,0.013724680833333301,-0.003444958999691408,0.07376552898949466,,,-0.29647279188997
2020-03-08,,,,,-0.0009587529449430279,0.004183580593296891,0.004444568206176195,0.00524441872187009,0.00023015635043676093,0.008853455364871655,-0.09174614782875651,0.0123091108333333,0.02698322195057326,-0.11870121496247733,,,-0.29647279188997
2020-03-09,0.2612264617718398,-0.07901039484826664,1.04,0.3899999999999999,-0.005914284422458998,-0.010045275508475506,-0.018650157523489395,-0.0015152573101947953,0.01182945767013726,0.010532013220913896,-0.07799722976265556,0.01305748,0.03154394625690416,0.11259400913328022,-0.09,0.004074436466875497,-0.29647279188997
2020-03-10,-0.14095619174772628,0.04821508053580021,-0.2999999999999998,-0.009999999999999787,0.008652467815632552,0.00046915355750906657,0.006220204251812748,-0.054238349723065835,1.6721145994189887e-05,0.004098287219922964,-0.0051584016412132856,0.013666554999999999,0.01201079859246552,0.09232553746451304,0.1,0.006087905218894301,-0.29647279188997
2020-03-11,0.13062018241706422,-0.05010285683741073,0.23000000000000043,0.08999999999999986,0.00030007416173587496,-0.005755797130761458,-0.00925605421955255,-0.009090377559752495,0.016555852831236312,0.003920335129735097,-0.013793646910838456,0.00855067416666665,0.011544312485740638,-0.21061392033096157,0.06,0.0029455476484471646,-0.134498714298355
2020-03-12,0.3366047483818256,-0.09994485184600743,0.8099999999999996,0.26000000000000023,0.002397894231203341,0.02232750453702174,0.009677843032693532,0.003577286871015328,0.030452073777456016,0.01028472481574593,-0.621180031937855,-0.0596483358333333,0.030570539259520392,0.03593046452374134,0.06,0.018747397088045206,-0.134498714298355
2020-03-13,-0.26622755412665017,0.0888083564407466,-0.11000000000000032,0.06999999999999984,-0.0007134697704986785,0.10322246461199344,-0.05995711109089875,-0.06578214212868688,0.04222056878341034,0.05701332888324147,-0.030168795789901438,-0.2355312925,0.16050285776993511,0.23256153976647945,0.07,-0.00041091268434723593,-0.134498714298355
2020-03-14,,,,,0.007499274064668982,0.08322782592044735,-0.12920300503040866,0.07499880426557129,0.0005006766384783038,0.01283334082934416,-0.028085961940327676,-0.12711099,0.03284915640770069,0.3823480593331856,,,-0.134498714298355
2020-03-15,,,,,-0.016195023429530518,0.0013781278853275656,-0.025314707175290208,0.03379245952839512,0.008371633751526601,-0.011150855470275261,-0.008773126873429316,-0.0066170149999999995,-0.02872348640060516,-0.7917859820850796,,,-0.134498714298355
2020-03-16,0.3575910035639485,-0.12765214115647325,1.0700000000000012,0.2599999999999998,0.005313105871243359,0.06846838542388829,0.02101429275824799,-0.0068747201963028385,0.00928633316609783,0.02572738893447317,-0.04309474218316534,-0.05807827916666665,0.06565605773214189,-0.01750362906938587,-0.08000000000000002,0.004113124858788621,-0.134498714298355
2020-03-17,-0.08555024770539854,0.0582262866907417,0.02999999999999936,0.17000000000000037,0.005519854641025687,0.00274264862308402,-0.04588253441817048,0.017330778135638054,0.04025864711058276,0.01890341988566006,0.015728164531434583,-0.0440522408333333,0.047465363317082426,0.2276726514073518,0.18000000000000005,0.01270594966598672,-0.134498714298355
2020-03-18,0.0070885043463945795,-0.05322233622142454,0.629999999999999,0.3099999999999996,-0.002554742115273093,0.032960497718872085,-0.026337217370748598,0.0011634580114121178,0.013562352260572804,0.008097100331961496,0.020580964627216727,-0.03494051166666665,0.01992761783855031,-0.17098528516284023,0.08999999999999997,0.013628766126482436,0.0326044567132202
2020-03-19,-0.05997081335901607,0.004696846277420959,0.7800000000000011,0.48,-0.017535830885916433,0.0024762921804554706,0.028988164809451378,-0.0010797581597184471,0.03878295743309171,0.019124862861600946,0.05494953578659645,-0.0190384083333333,0.04730794575110053,0.01971386027866834,0.040000000000000036,0.007193646326859701,0.0326044567132202
2020-03-20,-0.086405499964128,-0.0443276347431585,0.2699999999999996,0.3600000000000003,0.014817885859697608,0.03683944452371854,-0.1443505271736576,0.008893530992011962,0.009397589822653124,0.012523553515229668,-0.06908144289331355,-0.0023010566666666517,0.030085893770835485,0.26697405329939083,-0.13,-0.0009800200708453444,0.0326044567132202
2020-03-21,,,,,0.010923435726676376,-0.0078380364594159,0.03493187957183659,0.01400877391628959,0.004351272899520391,-0.0037684921408443046,0.032882358530478564,-0.0051295633333333,-0.008997634482624556,0.0811491072117082,,,0.0326044567132202
2020-03-22,,,,,-0.015622481069529544,0.032804556267751285,-0.011857885841291629,-0.004939070840338038,-0.0002840484521397792,-0.002936708541640389,0.07988197116673511,-0.0067282541666666505,-0.007066217499039989,-0.2408022973011289,,,0.0326044567132202
2020-03-23,-0.06976109935297539,-0.029731491257259945,0.7799999999999994,0.13999999999999968,0.005626467845073652,0.002198195213887258,-0.013235646501022096,-0.0006503161141959948,0.0041187111517274645,0.0022966952120596286,-0.08423691279890706,-0.017326555,0.00555324885263036,-0.1076180398004966,-0.07000000000000006,0.009479785995292749,0.0326044567132202
2020-03-24,0.0012980693044495892,0.08968315694821649,-0.3199999999999985,-0.18999999999999995,-7.818564155775715e-05,0.001632905735171695,0.0028626570868746,0.015103515423357292,0.0365792600761645,0.012414900514675099,-0.0007191184828158965,-0.00329168166666665,0.03057813496033577,0.18680144349848435,-0.019999999999999962,-0.004976437614905497,0.0326044567132202
2020-03-25,0.036303939021450266,0.011468998674479099,-0.4400000000000013,-0.2799999999999998,-0.002672443816565143,0.02729550938503349,0.006995749770686785,-0.05308873430098246,0.02311095405489947,0.017644157741136018,0.02453674851495996,-0.015499553333333301,0.0428687207915852,0.013727638469852284,0.08000000000000002,-0.005661409406514864,0.17872160916102
2020-03-26,-0.04722766385154046,0.06054382875166776,-0.8200000000000003,-0.20999999999999996,0.004023857802317853,-0.00045766768307281677,-0.011879098749879717,0.048632686308674095,0.017091400756265,0.008080450718359144,0.016654926649878606,-0.0071547858333333,0.019360273875568455,-0.09525182497462446,-0.010000000000000009,-0.019099173567123005,0.17872160916102
2020-03-27,0.07178677909735734,-0.03426780802262948,-0.29999999999999893,-0.08999999999999986,-0.0009668933260352381,-0.004199093981502863,0.00866983375477523,0.00351334904027161,-0.0009236299929129407,0.003339533598483546,0.01238501855361666,-0.0112009325,0.00788587396925425,-0.21298054204167596,-0.06000000000000005,-0.00024588339451138056,0.17872160916102
2020-03-28,,,,,-0.003479601660930252,-0.001069291473549904,-0.014901170954684271,-0.028200302176343266,0.00019962222292419857,0.005527384095192941,0.07267909408805302,-0.0626201383333333,0.012919645516601045,0.011764453392436574,,,0.17872160916102
2020-03-29,,,,,0.0014905469688956349,0.005465076774316196,0.014660714075066483,0.018196014658102555,0.0004916674032121069,-0.007488474318203172,0.05811427251777881,-0.015312114166666651,-0.017552593848085888,0.07175079566503727,,,0.17872160916102
